result_id	run_id	run_date	SampleName	source	sample	normal/tumor	sampleN	library	library_id	lane_id	partitioning	sample_type	read1	read2	study_id	note
##9291511	HHFFLBGXX	2015-09-29	CL0023_N_P_Normal	HD710	CL0023_N_P	Normal		CL0023_N_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0023_N_P_HHFFLBGXX/Sample_CL0023_N_P_HHFFLBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0023_N_P_HHFFLBGXX/Sample_CL0023_N_P_HHFFLBGXX_R2.fastq.gz	ClinVal	Clinomics
##9291512	HHFFLBGXX	2015-09-29	CL0024_N_P_Normal	HD-C749	CL0024_N_P	Normal		CL0024_N_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0024_N_P_HHFFLBGXX/Sample_CL0024_N_P_HHFFLBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0024_N_P_HHFFLBGXX/Sample_CL0024_N_P_HHFFLBGXX_R2.fastq.gz	ClinVal	Clinomics
10141501	HH7TLBGXX	2015-10-14	NCI0041_T_E_Tumor	NCI0041	NCI0041_T_E	Tumor	NCI0041_B_E	NCI0041_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0041_T_E_HH7TLBGXX/Sample_NCI0041_T_E_HH7TLBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0041_T_E_HH7TLBGXX/Sample_NCI0041_T_E_HH7TLBGXX_R2.fastq.gz	ClinVal	Clinomics
10141502	HH7TLBGXX	2015-10-14	NCI0072_T_E_Tumor	NCI0072	NCI0072_T_E	Tumor	NCI0072_B_E	NCI0072_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0072_T_E_HH7TLBGXX/Sample_NCI0072_T_E_HH7TLBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0072_T_E_HH7TLBGXX/Sample_NCI0072_T_E_HH7TLBGXX_R2.fastq.gz	ClinVal	Clinomics
10141503	HH7TLBGXX	2015-10-14	NCI0041_B_E_Normal	NCI0041	NCI0041_B_E	Normal		NCI0041_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0041_B_E_HH7TLBGXX/Sample_NCI0041_B_E_HH7TLBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0041_B_E_HH7TLBGXX/Sample_NCI0041_B_E_HH7TLBGXX_R2.fastq.gz	ClinVal	Clinomics
10141504	HH7TLBGXX	2015-10-14	NCI0072_B_E_Normal	NCI0072	NCI0072_B_E	Normal		NCI0072_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0072_B_E_HH7TLBGXX/Sample_NCI0072_B_E_HH7TLBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0072_B_E_HH7TLBGXX/Sample_NCI0072_B_E_HH7TLBGXX_R2.fastq.gz	ClinVal	Clinomics
10141505	HH7TLBGXX	2015-10-14	NCI0041_T_P_Tumor	NCI0041	NCI0041_T_P	Tumor	NCI0041_B_P	NCI0041_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0041_T_P_HH7TLBGXX/Sample_NCI0041_T_P_HH7TLBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0041_T_P_HH7TLBGXX/Sample_NCI0041_T_P_HH7TLBGXX_R2.fastq.gz	ClinVal	Clinomics
10141506	HH7TLBGXX	2015-10-14	NCI0072_T_P_Tumor	NCI0072	NCI0072_T_P	Tumor	NCI0072_B_P	NCI0072_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0072_T_P_HH7TLBGXX/Sample_NCI0072_T_P_HH7TLBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0072_T_P_HH7TLBGXX/Sample_NCI0072_T_P_HH7TLBGXX_R2.fastq.gz	ClinVal	Clinomics
10141507	HH7TLBGXX	2015-10-14	NCI0041_B_P_Normal	NCI0041	NCI0041_B_P	Normal		NCI0041_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0041_B_P_HH7TLBGXX/Sample_NCI0041_B_P_HH7TLBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0041_B_P_HH7TLBGXX/Sample_NCI0041_B_P_HH7TLBGXX_R2.fastq.gz	ClinVal	Clinomics
10141508	HH7TLBGXX	2015-10-14	NCI0072_B_P_Normal	NCI0072	NCI0072_B_P	Normal		NCI0072_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0072_B_P_HH7TLBGXX/Sample_NCI0072_B_P_HH7TLBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0072_B_P_HH7TLBGXX/Sample_NCI0072_B_P_HH7TLBGXX_R2.fastq.gz	ClinVal	Clinomics
10141509	HH52TBGXX	2015-10-14	NCI0155_T_E_Tumor	NCI0155	NCI0155_T_E	Tumor	NCI0155_B_E	NCI0155_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0155_T_E_HH52TBGXX/Sample_NCI0155_T_E_HH52TBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0155_T_E_HH52TBGXX/Sample_NCI0155_T_E_HH52TBGXX_R2.fastq.gz	ClinVal	Clinomics
10141510	HH52TBGXX	2015-10-14	NCI0163_T_E_Tumor	NCI0163	NCI0163_T_E	Tumor	NCI0163_B_E	NCI0163_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0163_T_E_HH52TBGXX/Sample_NCI0163_T_E_HH52TBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0163_T_E_HH52TBGXX/Sample_NCI0163_T_E_HH52TBGXX_R2.fastq.gz	ClinVal	Clinomics
10141511	HH52TBGXX	2015-10-14	NCI0155_B_E_Normal	NCI0155	NCI0155_B_E	Normal		NCI0155_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0155_B_E_HH52TBGXX/Sample_NCI0155_B_E_HH52TBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0155_B_E_HH52TBGXX/Sample_NCI0155_B_E_HH52TBGXX_R2.fastq.gz	ClinVal	Clinomics
10141512	HH52TBGXX	2015-10-14	NCI0163_B_E_Normal	NCI0163	NCI0163_B_E	Normal		NCI0163_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0163_B_E_HH52TBGXX/Sample_NCI0163_B_E_HH52TBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0163_B_E_HH52TBGXX/Sample_NCI0163_B_E_HH52TBGXX_R2.fastq.gz	ClinVal	Clinomics
10141513	HH52TBGXX	2015-10-14	NCI0155_T_P_Tumor	NCI0155	NCI0155_T_P	Tumor	NCI0155_B_P	NCI0155_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0155_T_P_HH52TBGXX/Sample_NCI0155_T_P_HH52TBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0155_T_P_HH52TBGXX/Sample_NCI0155_T_P_HH52TBGXX_R2.fastq.gz	ClinVal	Clinomics
10141514	HH52TBGXX	2015-10-14	NCI0163_T_P_Tumor	NCI0163	NCI0163_T_P	Tumor	NCI0163_B_P	NCI0163_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0163_T_P_HH52TBGXX/Sample_NCI0163_T_P_HH52TBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0163_T_P_HH52TBGXX/Sample_NCI0163_T_P_HH52TBGXX_R2.fastq.gz	ClinVal	Clinomics
10141515	HH52TBGXX	2015-10-14	NCI0155_B_P_Normal	NCI0155	NCI0155_B_P	Normal		NCI0155_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0155_B_P_HH52TBGXX/Sample_NCI0155_B_P_HH52TBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0155_B_P_HH52TBGXX/Sample_NCI0155_B_P_HH52TBGXX_R2.fastq.gz	ClinVal	Clinomics
10141516	HH52TBGXX	2015-10-14	NCI0163_B_P_Normal	NCI0163	NCI0163_B_P	Normal		NCI0163_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0163_B_P_HH52TBGXX/Sample_NCI0163_B_P_HH52TBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0163_B_P_HH52TBGXX/Sample_NCI0163_B_P_HH52TBGXX_R2.fastq.gz	ClinVal	Clinomics
10151501	HH7YHBGXX	2015-10-15	NCI0043_T_E_Tumor	NCI0043	NCI0043_T_E	Tumor	NCI0043_B_E	NCI0043_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0043_T_E_HH7YHBGXX/Sample_NCI0043_T_E_HH7YHBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0043_T_E_HH7YHBGXX/Sample_NCI0043_T_E_HH7YHBGXX_R2.fastq.gz	ClinVal	Clinomics
10151502	HH7YHBGXX	2015-10-15	NCI0070_T_E_Tumor	NCI0070	NCI0070_T_E	Tumor	NCI0070_B_E	NCI0070_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0070_T_E_HH7YHBGXX/Sample_NCI0070_T_E_HH7YHBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0070_T_E_HH7YHBGXX/Sample_NCI0070_T_E_HH7YHBGXX_R2.fastq.gz	ClinVal	Clinomics
10151503	HH7YHBGXX	2015-10-15	NCI0043_B_E_Normal	NCI0043	NCI0043_B_E	Normal		NCI0043_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0043_B_E_HH7YHBGXX/Sample_NCI0043_B_E_HH7YHBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0043_B_E_HH7YHBGXX/Sample_NCI0043_B_E_HH7YHBGXX_R2.fastq.gz	ClinVal	Clinomics
10151504	HH7YHBGXX	2015-10-15	NCI0070_B_E_Normal	NCI0070	NCI0070_B_E	Normal		NCI0070_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0070_B_E_HH7YHBGXX/Sample_NCI0070_B_E_HH7YHBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0070_B_E_HH7YHBGXX/Sample_NCI0070_B_E_HH7YHBGXX_R2.fastq.gz	ClinVal	Clinomics
10151505	HH7YHBGXX	2015-10-15	NCI0043_T_P_Tumor	NCI0043	NCI0043_T_P	Tumor	NCI0043_B_P	NCI0043_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0043_T_P_HH7YHBGXX/Sample_NCI0043_T_P_HH7YHBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0043_T_P_HH7YHBGXX/Sample_NCI0043_T_P_HH7YHBGXX_R2.fastq.gz	ClinVal	Clinomics
10151506	HH7YHBGXX	2015-10-15	NCI0070_T_P_Tumor	NCI0070	NCI0070_T_P	Tumor	NCI0070_B_P	NCI0070_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0070_T_P_HH7YHBGXX/Sample_NCI0070_T_P_HH7YHBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0070_T_P_HH7YHBGXX/Sample_NCI0070_T_P_HH7YHBGXX_R2.fastq.gz	ClinVal	Clinomics
10151507	HH7YHBGXX	2015-10-15	NCI0043_B_P_Normal	NCI0043	NCI0043_B_P	Normal		NCI0043_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0043_B_P_HH7YHBGXX/Sample_NCI0043_B_P_HH7YHBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0043_B_P_HH7YHBGXX/Sample_NCI0043_B_P_HH7YHBGXX_R2.fastq.gz	ClinVal	Clinomics
10151508	HH7YHBGXX	2015-10-15	NCI0070_B_P_Normal	NCI0070	NCI0070_B_P	Normal		NCI0070_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0070_B_P_HH7YHBGXX/Sample_NCI0070_B_P_HH7YHBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0070_B_P_HH7YHBGXX/Sample_NCI0070_B_P_HH7YHBGXX_R2.fastq.gz	ClinVal	Clinomics
10151509	HHFJWBGXX	2015-10-15	NCI0039_T_E_Tumor	NCI0039	NCI0039_T_E	Tumor	NCI0039_B_E	NCI0039_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0039_T_E_HHFJWBGXX/Sample_NCI0039_T_E_HHFJWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0039_T_E_HHFJWBGXX/Sample_NCI0039_T_E_HHFJWBGXX_R2.fastq.gz	ClinVal	Clinomics
10151510	HHFJWBGXX	2015-10-15	NCI0071_T_E_Tumor	NCI0071	NCI0071_T_E	Tumor	NCI0071_B_E	NCI0071_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0071_T_E_HHFJWBGXX/Sample_NCI0071_T_E_HHFJWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0071_T_E_HHFJWBGXX/Sample_NCI0071_T_E_HHFJWBGXX_R2.fastq.gz	ClinVal	Clinomics
10151511	HHFJWBGXX	2015-10-15	NCI0039_B_E_Normal	NCI0039	NCI0039_B_E	Normal		NCI0039_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0039_B_E_HHFJWBGXX/Sample_NCI0039_B_E_HHFJWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0039_B_E_HHFJWBGXX/Sample_NCI0039_B_E_HHFJWBGXX_R2.fastq.gz	ClinVal	Clinomics
10151512	HHFJWBGXX	2015-10-15	NCI0071_B_E_Normal	NCI0071	NCI0071_B_E	Normal		NCI0071_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0071_B_E_HHFJWBGXX/Sample_NCI0071_B_E_HHFJWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0071_B_E_HHFJWBGXX/Sample_NCI0071_B_E_HHFJWBGXX_R2.fastq.gz	ClinVal	Clinomics
10151513	HHFJWBGXX	2015-10-15	NCI0039_T_P_Tumor	NCI0039	NCI0039_T_P	Tumor	NCI0039_B_P	NCI0039_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0039_T_P_HHFJWBGXX/Sample_NCI0039_T_P_HHFJWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0039_T_P_HHFJWBGXX/Sample_NCI0039_T_P_HHFJWBGXX_R2.fastq.gz	ClinVal	Clinomics
10151514	HHFJWBGXX	2015-10-15	NCI0071_T_P_Tumor	NCI0071	NCI0071_T_P	Tumor	NCI0071_B_P	NCI0071_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0071_T_P_HHFJWBGXX/Sample_NCI0071_T_P_HHFJWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0071_T_P_HHFJWBGXX/Sample_NCI0071_T_P_HHFJWBGXX_R2.fastq.gz	ClinVal	Clinomics
10151515	HHFJWBGXX	2015-10-15	NCI0039_B_P_Normal	NCI0039	NCI0039_B_P	Normal		NCI0039_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0039_B_P_HHFJWBGXX/Sample_NCI0039_B_P_HHFJWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0039_B_P_HHFJWBGXX/Sample_NCI0039_B_P_HHFJWBGXX_R2.fastq.gz	ClinVal	Clinomics
10151516	HHFJWBGXX	2015-10-15	NCI0071_B_P_Normal	NCI0071	NCI0071_B_P	Normal		NCI0071_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0071_B_P_HHFJWBGXX/Sample_NCI0071_B_P_HHFJWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0071_B_P_HHFJWBGXX/Sample_NCI0071_B_P_HHFJWBGXX_R2.fastq.gz	ClinVal	Clinomics
10271502	HH53YBGXX	2015-10-27	CL0025_N_E_Normal	CRL-2323D	CL0025_N_E	Normal		CL0025_N_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0025_N_E_HH53YBGXX/Sample_CL0025_N_E_HH53YBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0025_N_E_HH53YBGXX/Sample_CL0025_N_E_HH53YBGXX_R2.fastq.gz	ClinVal	Clinomics
10271506	HH53YBGXX	2015-10-27	CL0025_N_P_Normal	CRL-2323D	CL0025_N_P	Normal		CL0025_N_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0025_N_P_HH53YBGXX/Sample_CL0025_N_P_HH53YBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0025_N_P_HH53YBGXX/Sample_CL0025_N_P_HH53YBGXX_R2.fastq.gz	ClinVal	Clinomics
##10281503	HHFJYBGXX	2015-10-28	CL0012_T_E_Tumor	CRL-2343D	CL0012_T_E	Tumor	NCIC001_100_E	CL0012_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0012_T_E_HHFJYBGXX/Sample_CL0012_T_E_HHFJYBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0012_T_E_HHFJYBGXX/Sample_CL0012_T_E_HHFJYBGXX_R2.fastq.gz	ClinVal	Clinomics
##10281504	HHFJYBGXX	2015-10-28	CL0013_T_E_Tumor	CRL-2322D	CL0013_T_E	Tumor	CL0025_N_E	CL0013_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0013_T_E_HHFJYBGXX/Sample_CL0013_T_E_HHFJYBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0013_T_E_HHFJYBGXX/Sample_CL0013_T_E_HHFJYBGXX_R2.fastq.gz	ClinVal	Clinomics
##10281505	HHFJYBGXX	2015-10-28	CL0024_N_E_Normal	HD-C749	CL0024_N_E	Normal		CL0024_N_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0024_N_E_HHFJYBGXX/Sample_CL0024_N_E_HHFJYBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0024_N_E_HHFJYBGXX/Sample_CL0024_N_E_HHFJYBGXX_R2.fastq.gz	ClinVal	Clinomics
11171501	HH52YBGXX	2015-11-04	CL0012_T_E_Tumor	CRL-2343D	CL0012_T_E	Tumor	NCIC001_100_E	CL0012_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0012_T_E_HH52YBGXX/Sample_CL0012_T_E_HH52YBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0012_T_E_HH52YBGXX/Sample_CL0012_T_E_HH52YBGXX_R2.fastq.gz	ClinVal	Clinomics
11171502	HH52YBGXX	2015-11-04	CL0013_T_E_Tumor	CRL-2322D	CL0013_T_E	Tumor	CL0025_N_E	CL0013_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0013_T_E_HH52YBGXX/Sample_CL0013_T_E_HH52YBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0013_T_E_HH52YBGXX/Sample_CL0013_T_E_HH52YBGXX_R2.fastq.gz	ClinVal	Clinomics
11171503	HH52YBGXX	2015-11-04	CL0021_N_E_Normal	HD249	CL0021_N_E	Normal		CL0021_N_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0021_N_E_HH52YBGXX/Sample_CL0021_N_E_HH52YBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0021_N_E_HH52YBGXX/Sample_CL0021_N_E_HH52YBGXX_R2.fastq.gz	ClinVal	Clinomics
11171504	HH52YBGXX	2015-11-04	CL0012_T_P_Tumor	CRL-2343D	CL0012_T_P	Tumor	NCIC001_100A_P	CL0012_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0012_T_P_HH52YBGXX/Sample_CL0012_T_P_HH52YBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0012_T_P_HH52YBGXX/Sample_CL0012_T_P_HH52YBGXX_R2.fastq.gz	ClinVal	Clinomics
11171505	HH52YBGXX	2015-11-04	CL0013_T_P_Tumor	CRL-2322D	CL0013_T_P	Tumor	CL0025_N_P	CL0013_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0013_T_P_HH52YBGXX/Sample_CL0013_T_P_HH52YBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0013_T_P_HH52YBGXX/Sample_CL0013_T_P_HH52YBGXX_R2.fastq.gz	ClinVal	Clinomics
11171506	HH52YBGXX	2015-11-04	CL0021_N_P_Normal	HD249	CL0021_N_P	Normal		CL0021_N_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0021_N_P_HH52YBGXX/Sample_CL0021_N_P_HH52YBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0021_N_P_HH52YBGXX/Sample_CL0021_N_P_HH52YBGXX_R2.fastq.gz	ClinVal	Clinomics
11171507	HH7TNBGXX	2015-11-04	CL0022_N_E_Normal	HD709	CL0022_N_E	Normal		CL0022_N_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0022_N_E_HH7TNBGXX/Sample_CL0022_N_E_HH7TNBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0022_N_E_HH7TNBGXX/Sample_CL0022_N_E_HH7TNBGXX_R2.fastq.gz	ClinVal	Clinomics
11171508	HH7TNBGXX	2015-11-04	CL0023_N_E_Normal	HD710	CL0023_N_E	Normal		CL0023_N_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0023_N_E_HH7TNBGXX/Sample_CL0023_N_E_HH7TNBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0023_N_E_HH7TNBGXX/Sample_CL0023_N_E_HH7TNBGXX_R2.fastq.gz	ClinVal	Clinomics
11171509	HH7TNBGXX	2015-11-04	CL0024_N_E_Normal	HD-C749	CL0024_N_E	Normal		CL0024_N_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0024_N_E_HH7TNBGXX/Sample_CL0024_N_E_HH7TNBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0024_N_E_HH7TNBGXX/Sample_CL0024_N_E_HH7TNBGXX_R2.fastq.gz	ClinVal	Clinomics
11171510	HH7TNBGXX	2015-11-04	CL0022_N_P_Normal	HD709	CL0022_N_P	Normal		CL0022_N_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0022_N_P_HH7TNBGXX/Sample_CL0022_N_P_HH7TNBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0022_N_P_HH7TNBGXX/Sample_CL0022_N_P_HH7TNBGXX_R2.fastq.gz	ClinVal	Clinomics
11171511	HH7TNBGXX	2015-11-04	CL0023_N_P_Normal	HD710	CL0023_N_P	Normal		CL0023_N_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0023_N_P_HH7TNBGXX/Sample_CL0023_N_P_HH7TNBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0023_N_P_HH7TNBGXX/Sample_CL0023_N_P_HH7TNBGXX_R2.fastq.gz	ClinVal	Clinomics
11171512	HH7TNBGXX	2015-11-04	CL0024_N_P_Normal	HD-C749	CL0024_N_P	Normal		CL0024_N_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0024_N_P_HH7TNBGXX/Sample_CL0024_N_P_HH7TNBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0024_N_P_HH7TNBGXX/Sample_CL0024_N_P_HH7TNBGXX_R2.fastq.gz	ClinVal	Clinomics
10271501	HH53YBGXX	2015-10-27	CL0026_T_E_Tumor	NCI0273	CL0026_T_E	Tumor	NCI0273_B_E	CL0026_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0026_T_E_HH53YBGXX/Sample_CL0026_T_E_HH53YBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0026_T_E_HH53YBGXX/Sample_CL0026_T_E_HH53YBGXX_R2.fastq.gz	ClinVal	Clinomics
10271503	HH53YBGXX	2015-10-27	CL0026_T_P_Tumor	NCI0273	CL0026_T_P	Tumor	NCI0273_B_P	CL0026_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_CL0026_T_P_HH53YBGXX/Sample_CL0026_T_P_HH53YBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0026_T_P_HH53YBGXX/Sample_CL0026_T_P_HH53YBGXX_R2.fastq.gz	ClinVal	Clinomics
10281501	HHFJYBGXX	2015-10-28	NCI0273_B_E_Normal	NCI0273	NCI0273_B_E	Normal		NCI0273_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0273_B_E_HHFJYBGXX/Sample_NCI0273_B_E_HHFJYBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0273_B_E_HHFJYBGXX/Sample_NCI0273_B_E_HHFJYBGXX_R2.fastq.gz	ClinVal	Clinomics
10281502	HHFJYBGXX	2015-10-28	NCI0273_B_P_Normal	NCI0273	NCI0273_B_P	Normal		NCI0273_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0273_B_P_HHFJYBGXX/Sample_NCI0273_B_P_HHFJYBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0273_B_P_HHFJYBGXX/Sample_NCI0273_B_P_HHFJYBGXX_R2.fastq.gz	ClinVal	Clinomics
##11191501	HHC2JBGXX	2015-11-19	JK09R_Ac_T_Tumor	JK09R	JK09R_Ac_T	Tumor		JK09R_Ac_T				RNASeq	/projects/Clinomics/DATA/Sample_JK09R_Ac_T_HHC2JBGXX/Sample_JK09R_Ac_T_HHC2JBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_JK09R_Ac_T_HHC2JBGXX/Sample_JK09R_Ac_T_HHC2JBGXX_R2.fastq.gz		
##11191502	HHC2JBGXX	2015-11-19	JK10R_Ac_T_Tumor	JK10R	JK10R_Ac_T	Tumor		JK10R_Ac_T				RNASeq	/projects/Clinomics/DATA/Sample_JK10R_Ac_T_HHC2JBGXX/Sample_JK10R_Ac_T_HHC2JBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_JK10R_Ac_T_HHC2JBGXX/Sample_JK10R_Ac_T_HHC2JBGXX_R2.fastq.gz		
##11191503	HHC2JBGXX	2015-11-19	NCI0274_Ac_T_Tumor	NCI0274	NCI0274_Ac_T	Tumor		NCI0274_Ac_T				RNASeq	/projects/Clinomics/DATA/Sample_NCI0274_Ac_T_HHC2JBGXX/Sample_NCI0274_Ac_T_HHC2JBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0274_Ac_T_HHC2JBGXX/Sample_NCI0274_Ac_T_HHC2JBGXX_R2.fastq.gz		
